id	orderId	orderDatetime	productCode	unitPrice	units	totalPrice
73	0000000031	2025-04-25 08:29:34	0000023377	19.09	2.00	38.18
74	0000000031	2025-04-25 08:29:34	0000024973	5.10	3.00	15.30
75	0000000031	2025-04-25 08:29:34	0000022791	27.15	3.00	81.45
76	0000000032	2024-02-12 16:17:19	0000022663	10.15	6.00	60.90
77	0000000032	2024-02-12 16:17:19	0000021183	40.25	5.00	201.25
78	0000000033	2024-10-12 06:52:00	0000025183	35.99	2.00	71.98
79	0000000033	2024-10-12 06:52:00	0000025057	56.99	8.00	455.92
80	0000000033	2024-10-12 06:52:00	0000025774	65.99	9.00	593.91
81	0000000034	2024-06-20 10:03:56	0000023627	16.04	3.00	48.12
82	0000000034	2024-06-20 10:03:56	0000022377	5.80	2.00	11.60
83	0000000035	2025-04-17 08:35:49	0000024041	27.90	7.00	195.30
84	0000000036	2024-08-11 19:23:47	0000023781	7.15	10.00	71.50
85	0000000037	2024-02-01 13:42:18	0000021015	8.00	10.00	80.00
86	0000000037	2024-02-01 13:42:18	0000022309	31.60	9.00	284.40
87	0000000037	2024-02-01 13:42:18	0000026466	13.99	1.00	13.99
88	0000000038	2024-10-15 09:59:12	0000020707	31.05	8.00	248.40
89	0000000038	2024-10-15 09:59:12	0000021344	12.50	8.00	100.00
90	0000000039	2024-10-19 21:41:41	0000020012	10.90	1.00	10.90
91	0000000039	2024-10-19 21:41:41	0000022236	5.10	3.00	15.30
92	0000000039	2024-10-19 21:41:41	0000023789	7.30	8.00	58.40
93	0000000040	2025-10-17 13:48:47	0000024192	26.15	4.00	104.60
94	0000000040	2025-10-17 13:48:47	0000024015	17.15	3.00	51.45
95	0000000040	2025-10-17 13:48:47	0000026750	10.69	6.00	64.14
96	0000000041	2024-09-21 23:23:14	0000022250	75.40	9.00	678.60
97	0000000041	2024-09-21 23:23:14	0000024269	4.85	5.00	24.25
98	0000000041	2024-09-21 23:23:14	0000024307	11.35	9.00	102.15
99	0000000042	2024-12-17 16:05:58	0000025079	39.99	4.00	159.96
100	0000000043	2024-07-29 05:43:04	0000020847	13.25	2.00	26.50
101	0000000044	2025-06-30 21:52:13	0000026724	12.99	2.00	25.98
102	0000000045	2025-03-07 16:49:03	0000020661	97.70	2.00	195.40
103	0000000045	2025-03-07 16:49:03	0000024132	21.30	7.00	149.10
104	0000000045	2025-03-07 16:49:03	0000020500	13.30	1.00	13.30
105	0000000045	2025-03-07 16:49:03	0000025276	12.99	7.00	90.93
106	0000000045	2025-03-07 16:49:03	0000023513	15.14	9.00	136.26
107	0000000045	2025-03-07 16:49:03	0000023347	35.15	4.00	140.60
108	0000000045	2025-03-07 16:49:03	0000024406	6.35	4.00	25.40
109	0000000046	2025-01-26 16:20:45	0000026503	25.99	9.00	233.91
110	0000000046	2025-01-26 16:20:45	0000024377	20.60	9.00	185.40
111	0000000046	2025-01-26 16:20:45	0000023290	15.90	2.00	31.80
112	0000000046	2025-01-26 16:20:45	0000024632	11.70	2.00	23.40
113	0000000046	2025-01-26 16:20:45	0000023493	17.60	6.00	105.60
114	0000000047	2025-01-12 07:57:48	0000020372	37.65	5.00	188.25
115	0000000047	2025-01-12 07:57:48	0000021369	12.35	10.00	123.50
116	0000000048	2025-01-05 07:54:31	0000021426	13.10	6.00	78.60
117	0000000048	2025-01-05 07:54:31	0000023737	12.05	9.00	108.45
118	0000000048	2025-01-05 07:54:31	0000020504	10.79	6.00	64.74
119	0000000049	2025-01-10 14:12:21	0000021575	38.65	9.00	347.85
120	0000000049	2025-01-10 14:12:21	0000020590	5.05	2.00	10.10
121	0000000050	2024-01-13 09:56:31	0000021506	40.44	1.00	40.44
122	0000000051	2025-10-13 14:17:17	0000025627	8.49	8.00	67.92
123	0000000051	2025-10-13 14:17:17	0000024435	47.84	3.00	143.52
124	0000000052	2024-04-03 18:51:50	0000022361	9.30	5.00	46.50
125	0000000052	2024-04-03 18:51:50	0000025328	57.99	7.00	405.93
126	0000000053	2024-12-06 22:34:10	0000020220	15.35	2.00	30.70
127	0000000053	2024-12-06 22:34:10	0000024989	5.39	3.00	16.17
128	0000000053	2024-12-06 22:34:10	0000024491	18.29	6.00	109.74
129	0000000053	2024-12-06 22:34:10	0000022782	26.40	10.00	264.00
130	0000000053	2024-12-06 22:34:10	0000022365	11.20	1.00	11.20
131	0000000053	2024-12-06 22:34:10	0000020442	19.00	4.00	76.00
132	0000000054	2025-05-04 11:13:30	0000025731	499.99	9.00	4499.91
133	0000000055	2025-06-23 06:03:03	0000022404	10.29	5.00	51.45
134	0000000056	2024-06-29 01:24:54	0000022239	10.90	5.00	54.50
135	0000000057	2025-07-03 04:50:18	0000026129	58.99	1.00	58.99
136	0000000057	2025-07-03 04:50:18	0000025084	18.49	3.00	55.47
137	0000000058	2024-12-23 14:06:25	0000026030	29.99	3.00	89.97
138	0000000058	2024-12-23 14:06:25	0000024002	5.60	3.00	16.80
139	0000000059	2024-11-24 22:02:00	0000024117	6.10	6.00	36.60
140	0000000060	2025-01-31 00:46:16	0000020724	25.35	10.00	253.50
141	0000000061	2024-04-07 17:05:31	0000021052	14.50	10.00	145.00
142	0000000062	2025-06-01 07:12:56	0000026417	26.99	1.00	26.99
143	0000000062	2025-06-01 07:12:56	0000020418	14.75	7.00	103.25
144	0000000062	2025-06-01 07:12:56	0000025139	24.99	1.00	24.99
145	0000000062	2025-06-01 07:12:56	0000026498	17.99	2.00	35.98
146	0000000063	2025-01-15 23:35:42	0000026327	51.99	3.00	155.97
147	0000000063	2025-01-15 23:35:42	0000022205	3.94	6.00	23.64
148	0000000064	2024-11-09 01:06:20	0000026724	12.99	4.00	51.96
149	0000000064	2024-11-09 01:06:20	0000025783	69.99	6.00	419.94
150	0000000064	2024-11-09 01:06:20	0000021098	13.15	2.00	26.30
151	0000000064	2024-11-09 01:06:20	0000022191	60.60	7.00	424.20
152	0000000064	2024-11-09 01:06:20	0000025817	79.99	2.00	159.98
153	0000000065	2024-12-06 16:09:36	0000022371	10.45	5.00	52.25
154	0000000066	2025-10-08 13:12:56	0000025607	13.99	6.00	83.94
155	0000000067	2024-01-07 09:29:54	0000021517	10.50	8.00	84.00
156	0000000067	2024-01-07 09:29:54	0000022455	9.45	4.00	37.80
157	0000000068	2025-07-12 23:09:11	0000023020	17.70	5.00	88.50
158	0000000068	2025-07-12 23:09:11	0000020531	100.15	1.00	100.15
159	0000000069	2024-11-02 14:02:16	0000026076	12.99	5.00	64.95
160	0000000069	2024-11-02 14:02:16	0000021947	9.15	4.00	36.60
161	0000000070	2024-02-24 01:02:33	0000020283	8.65	9.00	77.85
162	0000000070	2024-02-24 01:02:33	0000020905	12.00	4.00	48.00
163	0000000071	2024-05-27 20:13:50	0000020442	19.00	5.00	95.00
164	0000000071	2024-05-27 20:13:50	0000023836	1.29	10.00	12.90
165	0000000071	2024-05-27 20:13:50	0000023665	22.59	5.00	112.95
166	0000000072	2025-06-17 12:42:48	0000026516	8.99	7.00	62.93
167	0000000072	2025-06-17 12:42:48	0000020551	11.35	3.00	34.05
168	0000000072	2025-06-17 12:42:48	0000022947	11.00	8.00	88.00
169	0000000072	2025-06-17 12:42:48	0000023677	29.75	3.00	89.25
170	0000000072	2025-06-17 12:42:48	0000022731	27.80	1.00	27.80
171	0000000073	2024-11-11 19:26:48	0000026490	17.99	7.00	125.93
172	0000000073	2024-11-11 19:26:48	0000022004	17.15	1.00	17.15
173	0000000074	2024-01-16 19:06:13	0000026606	17.99	5.00	89.95
174	0000000075	2024-05-07 04:07:08	0000020858	8.75	5.00	43.75
175	0000000075	2024-05-07 04:07:08	0000025267	12.49	9.00	112.41
176	0000000076	2024-01-28 01:20:46	0000026600	17.99	10.00	179.90
177	0000000076	2024-01-28 01:20:46	0000024824	7.15	2.00	14.30
178	0000000076	2024-01-28 01:20:46	0000024597	15.35	1.00	15.35
179	0000000076	2024-01-28 01:20:46	0000022455	9.45	8.00	75.60
180	0000000076	2024-01-28 01:20:46	0000020554	17.45	6.00	104.70
181	0000000076	2024-01-28 01:20:46	0000026575	12.99	4.00	51.96
182	0000000077	2025-04-14 14:09:57	0000020356	36.25	9.00	326.25
183	0000000077	2025-04-14 14:09:57	0000022350	19.29	9.00	173.61
184	0000000077	2025-04-14 14:09:57	0000024897	3.65	8.00	29.20
185	0000000078	2025-06-11 04:58:53	0000021554	24.65	4.00	98.60
186	0000000078	2025-06-11 04:58:53	0000020844	12.35	7.00	86.45
187	0000000078	2025-06-11 04:58:53	0000023949	27.25	2.00	54.50
188	0000000078	2025-06-11 04:58:53	0000021880	12.75	5.00	63.75
189	0000000079	2024-02-03 13:43:02	0000024946	5.10	2.00	10.20
190	0000000080	2024-09-27 13:11:22	0000024475	12.54	6.00	75.24
191	0000000081	2025-03-16 16:09:07	0000020933	16.45	8.00	131.60
192	0000000081	2025-03-16 16:09:07	0000022077	15.85	4.00	63.40
193	0000000082	2024-05-19 09:44:56	0000020302	18.45	2.00	36.90
194	0000000082	2024-05-19 09:44:56	0000024724	2.60	7.00	18.20
195	0000000082	2024-05-19 09:44:56	0000023861	11.40	7.00	79.80
196	0000000083	2025-05-18 11:13:04	0000025750	229.99	2.00	459.98
197	0000000083	2025-05-18 11:13:04	0000021233	24.00	6.00	144.00
198	0000000083	2025-05-18 11:13:04	0000025536	24.99	1.00	24.99
199	0000000084	2025-02-26 11:27:55	0000026134	42.99	2.00	85.98
200	0000000084	2025-02-26 11:27:55	0000022329	21.65	8.00	173.20
201	0000000085	2024-07-17 10:32:28	0000024510	12.75	6.00	76.50
202	0000000086	2025-09-21 22:38:20	0000022979	8.85	10.00	88.50
203	0000000086	2025-09-21 22:38:20	0000025765	37.99	3.00	113.97
204	0000000087	2024-03-20 10:07:26	0000023690	35.40	5.00	177.00
205	0000000088	2024-02-25 06:02:46	0000021247	17.05	3.00	51.15
206	0000000088	2024-02-25 06:02:46	0000023387	19.25	3.00	57.75
207	0000000089	2024-02-06 23:39:12	0000026749	15.99	5.00	79.95
208	0000000089	2024-02-06 23:39:12	0000025591	28.99	4.00	115.96
209	0000000090	2025-04-11 19:34:25	0000024864	12.80	8.00	102.40
210	0000000091	2024-05-08 07:29:15	0000022417	7.39	6.00	44.34
211	0000000092	2025-02-23 22:38:21	0000022199	3.64	5.00	18.20
212	0000000092	2025-02-23 22:38:21	0000024892	3.90	1.00	3.90
213	0000000093	2024-01-25 07:42:00	0000020770	250.20	10.00	2502.00
214	0000000093	2024-01-25 07:42:00	0000020938	12.00	7.00	84.00
215	0000000094	2024-09-15 18:15:52	0000026705	18.59	7.00	130.13
216	0000000094	2024-09-15 18:15:52	0000023384	17.95	9.00	161.55
217	0000000094	2024-09-15 18:15:52	0000022063	7.50	5.00	37.50
218	0000000095	2024-06-22 14:49:20	0000020163	23.35	9.00	210.15
219	0000000095	2024-06-22 14:49:20	0000021820	22.80	7.00	159.60
220	0000000095	2024-06-22 14:49:20	0000024211	47.90	2.00	95.80
221	0000000095	2024-06-22 14:49:20	0000020222	12.29	3.00	36.87
222	0000000095	2024-06-22 14:49:20	0000022624	6.55	3.00	19.65
223	0000000096	2025-01-06 03:53:13	0000021966	48.25	5.00	241.25
224	0000000096	2025-01-06 03:53:13	0000026014	109.99	6.00	659.94
225	0000000096	2025-01-06 03:53:13	0000020008	10.95	8.00	87.60
226	0000000097	2025-05-27 04:17:30	0000023185	17.90	8.00	143.20
227	0000000097	2025-05-27 04:17:30	0000020299	26.20	2.00	52.40
228	0000000097	2025-05-27 04:17:30	0000024606	12.70	9.00	114.30
229	0000000098	2025-07-14 03:08:05	0000025687	14.99	5.00	74.95
230	0000000098	2025-07-14 03:08:05	0000025861	154.99	10.00	1549.90
231	0000000099	2024-11-22 00:35:44	0000021004	24.50	8.00	196.00
232	0000000099	2024-11-22 00:35:44	0000026037	22.99	6.00	137.94
233	0000000099	2024-11-22 00:35:44	0000021320	9.95	9.00	89.55
234	0000000100	2025-04-02 16:43:02	0000023942	56.69	6.00	340.14
235	0000000100	2025-04-02 16:43:02	0000021239	68.65	4.00	274.60
236	0000000100	2025-04-02 16:43:02	0000025890	59.99	3.00	179.97
237	0000000100	2025-04-02 16:43:02	0000022127	14.64	8.00	117.12
238	0000000101	2024-04-14 23:36:48	0000023110	14.85	8.00	118.80
239	0000000101	2024-04-14 23:36:48	0000024291	52.05	5.00	260.25
240	0000000102	2025-10-01 05:30:47	0000021836	9.40	7.00	65.80
241	0000000103	2024-11-10 00:16:51	0000023111	6.40	1.00	6.40
242	0000000103	2024-11-10 00:16:51	0000020842	20.09	3.00	60.27
243	0000000104	2024-06-03 04:18:56	0000020993	18.30	9.00	164.70
244	0000000105	2024-07-03 04:34:56	0000023956	30.04	10.00	300.40
245	0000000105	2024-07-03 04:34:56	0000022038	10.25	3.00	30.75
246	0000000105	2024-07-03 04:34:56	0000021760	11.54	7.00	80.78
247	0000000105	2024-07-03 04:34:56	0000026514	30.99	3.00	92.97
248	0000000105	2024-07-03 04:34:56	0000024291	52.05	2.00	104.10
249	0000000105	2024-07-03 04:34:56	0000025142	28.99	7.00	202.93
250	0000000106	2024-04-03 14:52:52	0000024101	4.19	5.00	20.95
251	0000000106	2024-04-03 14:52:52	0000024053	11.75	1.00	11.75
252	0000000107	2025-01-12 10:32:50	0000021007	16.65	6.00	99.90
253	0000000107	2025-01-12 10:32:50	0000023186	19.34	5.00	96.70
254	0000000107	2025-01-12 10:32:50	0000020470	4.90	3.00	14.70
255	0000000108	2024-02-04 11:22:15	0000022475	4.55	2.00	9.10
256	0000000108	2024-02-04 11:22:15	0000021536	20.05	8.00	160.40
257	0000000108	2024-02-04 11:22:15	0000026315	22.99	7.00	160.93
258	0000000109	2024-06-06 12:15:47	0000024969	8.15	4.00	32.60
259	0000000109	2024-06-06 12:15:47	0000023729	6.50	5.00	32.50
260	0000000110	2025-07-31 18:47:51	0000025219	16.99	7.00	118.93
261	0000000110	2025-07-31 18:47:51	0000021790	30.15	5.00	150.75
262	0000000111	2024-09-18 12:17:38	0000022026	7.55	2.00	15.10
263	0000000111	2024-09-18 12:17:38	0000021629	15.60	2.00	31.20
264	0000000111	2024-09-18 12:17:38	0000026249	31.99	2.00	63.98
265	0000000112	2024-09-15 20:58:29	0000025720	14.99	3.00	44.97
266	0000000112	2024-09-15 20:58:29	0000021220	18.25	8.00	146.00
267	0000000112	2024-09-15 20:58:29	0000021146	11.80	2.00	23.60
268	0000000113	2024-03-24 04:05:10	0000020263	14.40	5.00	72.00
269	0000000114	2024-11-03 23:15:55	0000026616	12.99	8.00	103.92
270	0000000114	2024-11-03 23:15:55	0000022122	3.75	3.00	11.25
271	0000000114	2024-11-03 23:15:55	0000026336	29.99	2.00	59.98
272	0000000114	2024-11-03 23:15:55	0000024432	7.10	3.00	21.30
273	0000000114	2024-11-03 23:15:55	0000026228	22.10	9.00	198.90
274	0000000115	2024-11-19 10:53:29	0000021740	5.15	7.00	36.05
275	0000000115	2024-11-19 10:53:29	0000020113	20.75	2.00	41.50
276	0000000115	2024-11-19 10:53:29	0000026759	10.69	9.00	96.21
277	0000000116	2025-05-12 06:09:41	0000024011	15.90	1.00	15.90
278	0000000116	2025-05-12 06:09:41	0000025364	24.99	9.00	224.91
279	0000000116	2025-05-12 06:09:41	0000025083	299.99	1.00	299.99
280	0000000116	2025-05-12 06:09:41	0000021193	17.30	2.00	34.60
281	0000000116	2025-05-12 06:09:41	0000021597	7.90	3.00	23.70
282	0000000117	2024-12-16 02:02:50	0000025327	25.49	5.00	127.45
283	0000000117	2024-12-16 02:02:50	0000022859	25.60	6.00	153.60
284	0000000118	2025-02-05 02:38:05	0000022321	18.80	4.00	75.20
285	0000000118	2025-02-05 02:38:05	0000021115	26.04	5.00	130.20
286	0000000118	2025-02-05 02:38:05	0000024744	27.45	8.00	219.60
287	0000000118	2025-02-05 02:38:05	0000022972	6.20	7.00	43.40
288	0000000119	2025-04-01 22:49:55	0000020803	13.04	10.00	130.40
289	0000000119	2025-04-01 22:49:55	0000024943	3.75	8.00	30.00
290	0000000120	2025-06-28 17:44:33	0000026320	24.99	7.00	174.93
291	0000000121	2024-03-09 13:40:16	0000024160	5.55	9.00	49.95
292	0000000121	2024-03-09 13:40:16	0000023759	20.25	7.00	141.75
293	0000000121	2024-03-09 13:40:16	0000024647	10.10	6.00	60.60
294	0000000121	2024-03-09 13:40:16	0000024822	6.45	9.00	58.05
295	0000000122	2025-07-26 12:44:26	0000024559	13.04	5.00	65.20
296	0000000122	2025-07-26 12:44:26	0000025391	29.99	8.00	239.92
297	0000000123	2025-09-26 07:56:39	0000020477	6.74	1.00	6.74
298	0000000123	2025-09-26 07:56:39	0000026656	27.99	9.00	251.91
299	0000000123	2025-09-26 07:56:39	0000023337	31.25	7.00	218.75
300	0000000124	2025-05-30 02:11:37	0000024557	29.05	2.00	58.10
301	0000000124	2025-05-30 02:11:37	0000022600	8.00	4.00	32.00
302	0000000124	2025-05-30 02:11:37	0000022340	21.35	4.00	85.40
303	0000000125	2024-02-05 13:32:37	0000020840	25.15	4.00	100.60
304	0000000125	2024-02-05 13:32:37	0000021785	12.29	8.00	98.32
305	0000000126	2024-02-21 03:19:01	0000020042	9.30	5.00	46.50
306	0000000126	2024-02-21 03:19:01	0000024840	10.45	10.00	104.50
307	0000000127	2024-10-29 04:14:41	0000026592	19.99	1.00	19.99
308	0000000128	2024-03-16 23:21:45	0000024238	7.25	10.00	72.50
309	0000000128	2024-03-16 23:21:45	0000024841	16.95	8.00	135.60
310	0000000128	2024-03-16 23:21:45	0000020332	40.80	4.00	163.20
311	0000000129	2025-07-12 05:03:28	0000023898	11.30	9.00	101.70
312	0000000129	2025-07-12 05:03:28	0000023859	11.35	6.00	68.10
313	0000000129	2025-07-12 05:03:28	0000020179	19.75	1.00	19.75
314	0000000129	2025-07-12 05:03:28	0000021439	13.40	9.00	120.60
315	0000000130	2025-03-09 06:52:42	0000020569	15.85	8.00	126.80
316	0000000130	2025-03-09 06:52:42	0000024638	15.09	7.00	105.63
317	0000000130	2025-03-09 06:52:42	0000025373	11.49	4.00	45.96
318	0000000131	2025-01-04 07:49:00	0000026404	6.79	7.00	47.53
319	0000000132	2025-02-06 07:20:15	0000021507	11.79	7.00	82.53
320	0000000132	2025-02-06 07:20:15	0000020164	29.40	9.00	264.60
321	0000000132	2025-02-06 07:20:15	0000021637	29.05	7.00	203.35
322	0000000132	2025-02-06 07:20:15	0000020126	17.25	1.00	17.25
323	0000000132	2025-02-06 07:20:15	0000024764	16.50	8.00	132.00
324	0000000132	2025-02-06 07:20:15	0000025980	16.99	2.00	33.98
325	0000000133	2025-06-05 22:59:13	0000025762	799.99	1.00	799.99
326	0000000133	2025-06-05 22:59:13	0000024467	24.95	5.00	124.75
327	0000000134	2024-08-18 05:07:50	0000020476	8.10	3.00	24.30
328	0000000134	2024-08-18 05:07:50	0000021612	14.54	4.00	58.16
329	0000000134	2024-08-18 05:07:50	0000021393	23.40	8.00	187.20
330	0000000135	2025-01-05 02:50:22	0000020570	13.79	8.00	110.32
331	0000000135	2025-01-05 02:50:22	0000023396	13.45	1.00	13.45
332	0000000135	2025-01-05 02:50:22	0000026752	13.79	1.00	13.79
333	0000000135	2025-01-05 02:50:22	0000023099	27.00	5.00	135.00
334	0000000136	2024-10-19 13:43:10	0000021053	21.25	7.00	148.75
335	0000000137	2025-07-05 14:56:34	0000020651	10.05	8.00	80.40
336	0000000137	2025-07-05 14:56:34	0000026220	49.99	2.00	99.98
337	0000000137	2025-07-05 14:56:34	0000025423	36.99	6.00	221.94
338	0000000138	2024-10-27 19:32:19	0000021721	9.29	6.00	55.74
339	0000000138	2024-10-27 19:32:19	0000022176	9.25	10.00	92.50
340	0000000139	2025-08-25 21:22:19	0000022216	6.55	3.00	19.65
341	0000000139	2025-08-25 21:22:19	0000020761	32.30	1.00	32.30
342	0000000140	2024-10-26 02:08:02	0000021811	7.75	10.00	77.50
343	0000000141	2024-07-05 09:48:05	0000025504	29.49	10.00	294.90
344	0000000141	2024-07-05 09:48:05	0000026461	34.99	3.00	104.97
345	0000000141	2024-07-05 09:48:05	0000025535	69.99	3.00	209.97
346	0000000141	2024-07-05 09:48:05	0000025253	12.59	10.00	125.90
347	0000000142	2024-01-09 18:28:49	0000025983	52.99	3.00	158.97
348	0000000142	2024-01-09 18:28:49	0000025112	22.99	7.00	160.93
349	0000000143	2024-04-05 12:42:26	0000023730	0.00	5.00	0.00
350	0000000143	2024-04-05 12:42:26	0000021252	20.95	7.00	146.65
351	0000000143	2024-04-05 12:42:26	0000024243	11.85	1.00	11.85
352	0000000144	2024-05-25 05:12:12	0000023093	16.80	2.00	33.60
353	0000000144	2024-05-25 05:12:12	0000021282	13.80	9.00	124.20
354	0000000144	2024-05-25 05:12:12	0000025340	199.99	9.00	1799.91
355	0000000144	2024-05-25 05:12:12	0000025613	13.99	3.00	41.97
356	0000000144	2024-05-25 05:12:12	0000026105	46.99	6.00	281.94
357	0000000145	2024-10-18 03:17:58	0000020095	12.60	7.00	88.20
358	0000000146	2024-03-19 20:55:25	0000021946	10.95	2.00	21.90
359	0000000146	2024-03-19 20:55:25	0000020712	49.95	10.00	499.50
360	0000000146	2024-03-19 20:55:25	0000023306	8.70	4.00	34.80
361	0000000146	2024-03-19 20:55:25	0000026650	17.99	8.00	143.92
362	0000000146	2024-03-19 20:55:25	0000026238	58.29	8.00	466.32
363	0000000147	2025-10-14 11:33:08	0000026167	51.99	3.00	155.97
364	0000000147	2025-10-14 11:33:08	0000020286	15.10	1.00	15.10
365	0000000148	2024-07-08 22:34:56	0000020115	15.90	10.00	159.00
366	0000000149	2025-05-03 07:48:18	0000022908	49.85	9.00	448.65
367	0000000150	2025-01-24 20:48:20	0000025050	35.99	7.00	251.93
368	0000000150	2025-01-24 20:48:20	0000025064	39.99	1.00	39.99
369	0000000150	2025-01-24 20:48:20	0000023596	17.05	6.00	102.30
370	0000000150	2025-01-24 20:48:20	0000023921	0.00	10.00	0.00
371	0000000150	2025-01-24 20:48:20	0000021169	14.54	3.00	43.62
372	0000000150	2025-01-24 20:48:20	0000025523	39.99	1.00	39.99
373	0000000150	2025-01-24 20:48:20	0000020776	60.95	3.00	182.85
374	0000000150	2025-01-24 20:48:20	0000026394	10.99	10.00	109.90
375	0000000150	2025-01-24 20:48:20	0000024083	15.29	5.00	76.45
